fan0_1,gpu1_core_temp,p1_mem_power,pkts_in,gpu4_core_temp,pcie,dimm0_temp,p0_mem_power,p0_power,gpu0_core_temp,mem_cached,gpu0_mem_temp,fan_disk_power,ps1_output_volta,proc_total,fan0_0,ambient,gpu3_core_temp,mem_free,p0_vdd_temp,p0_io_power,cpu_idle,cpu_aidle,p1_vdd_temp,p1_io_power,cpu_system,gpu3_mem_temp,proc_run,ps0_input_voltag,p1_power,ps0_input_power,bytes_in,ps0_output_volta,pkts_out,gpu1_mem_temp
-0.05835061949529481,0.932990038209319,-0.286604292449828,-0.31769088956395264,-0.7565976000753641,-0.7707296001979586,-0.4692100028085115,-0.3409583588809961,0.40187042741542545,0.9774962146139785,0.6037412985421317,1.1247429327671,-0.15967661044614256,-0.44229172140917095,0.1117696415079951,-0.11425621515872479,-0.6731790859990039,-1.2180206244940661,-0.08836753210694302,-0.16031443131351372,-0.47288743170782355,0.577494366157276,-0.42188568626554407,-0.9041190159975196,-0.8831899410233846,-0.15922787828229687,-1.0919922108196465,-0.3389068061762324,-0.0917826910403341,-0.8142214152809663,0.21795785625299247,-0.23205233522684648,-0.44153413942141206,-0.19410883070806814,1.0334571498789278
-0.05835061949529481,1.1181544672777242,-0.41328872161682473,-0.4627355249395996,-0.7565976000753641,-0.7974336630554818,-0.41809521323583626,-0.4764513287566942,0.45218173665847516,1.146293998903432,0.698311550110535,1.2807814961647659,-0.23192310728798513,-0.44229172140917095,0.10134244575643403,-0.17995294883720345,-0.6073592029419606,-1.2180206244940661,-0.11672952909961015,-0.09510449463411037,-0.3500449492623377,0.5629422336179863,-0.42188568626554407,-0.8762908643824003,-0.8831899410233846,-0.16649991356098576,-1.050777968947157,-0.3518211177845691,-0.0917826910403341,-0.7907235803161614,0.22452920945740185,-0.2691071017331468,-0.44153413942141206,-0.39937827698621925,1.2210712851985188
-0.05835061949529481,0.9033637295583743,-0.32883243550549357,-0.3350461398477917,-0.7565976000753641,-0.7974336630554818,-0.5203247923811853,-0.3409583588809961,0.18175844947708358,0.959728026794036,0.6073516874463397,1.0652996705203703,-0.19579985886706383,-0.2224984012943348,0.10887319824367257,-0.11425621515872479,-0.6731790859990039,-1.246489769965532,-0.08961731262082548,-0.22552436799291567,-0.3807555698737108,0.5767208308727958,-0.42188568626554407,-0.9041190159975196,-0.7708028369300549,-0.15403356736894772,-1.0672636656961527,-0.34321157671234465,-0.0917826910403341,-0.7840099131833601,0.06681673255158108,-0.23485858782221092,-0.2217552623555028,-0.2036007385808546,0.9999546257147155
-0.05835061949529481,1.0070558098366809,-0.37106057856115915,-0.437914890511548,-0.7565976000753641,-0.7929829859125621,-0.41809521323583626,-0.3070851164120716,0.4396039093477128,1.0574530598037188,0.6988239489092647,1.1990470105755124,-0.08743011360429999,-0.2224984012943348,0.10365960036789204,-0.11425621515872479,-0.622548406724356,-1.1895514790226003,-0.10598574985210689,-0.12118846930587143,-0.31933432865096784,0.5192858360001178,-0.42188568626554407,-0.8762908643824003,-0.7932802577487199,-0.15559186064295244,-1.0590208173216549,-0.2528113954539877,0.10849470031714271,-0.7772962460505588,0.17195838382212789,-0.2585276501362849,-0.2217552623555028,-0.3566438759712405,1.1272642175387237
-0.05835061949529481,0.9181768838838467,-0.41328872161682473,-0.36011932448369893,-0.7565976000753641,-0.7974336630554818,-0.5714395819538592,-0.3070851164120716,0.2698032406524204,0.9508439328840643,0.6177925909038585,1.050438854958688,-0.340292852550749,-0.11260174123693137,0.10597675497935005,-0.08140784831948324,-0.8048188521130879,-1.2370000548083766,-0.0903545257715271,-0.26465033000055793,-0.5035980523191966,0.584939643270401,-0.42188568626554407,-0.9876034708428785,-0.8831899410233846,-0.15922787828229687,-1.1249636043176374,-0.34321157671234465,1.009742961425735,-0.8175782488473669,0.06681673255158108,-0.2400462820594239,-0.2217552623555028,-0.21706148512559537,1.0066551305475577
-0.05835061949529481,0.9033637295583743,-0.4555168646724903,-0.35773525052154176,-0.7565976000753641,-0.8641938201992924,-0.6225543715265331,-0.37483160134992066,0.3326923772062321,1.0041484963438916,0.6556185651799296,1.072730078301212,-0.15967661044614256,-0.0027050811794986653,0.10057006088594768,-0.1471045819979619,-0.703557493563792,-1.255979485122687,-0.1147575054438597,-0.2776923173364392,-0.7492830172101683,0.5720796191659127,-0.4142519586674975,-1.0154316224579978,-1.0180544659353838,-0.16026674046496675,-1.1249636043176374,-0.3460814237364195,1.009742961425735,-0.8209350824137676,0.12595891139126386,-0.23972398349446442,-0.0019763852895935477,-0.23560123500577457,1.0200561402132426
-0.05835061949529481,0.9626163468602638,-0.286604292449828,-0.4463096594206692,-0.7565976000753641,-0.9131512687714192,-0.6225543715265331,-0.13771890406744813,0.3358368340339229,1.0396848719837766,0.6159647067276204,1.072730078301212,-0.08743011360429999,-0.33239506135170893,0.10752152472032171,-0.08140784831948324,-0.7440620369835101,-1.255979485122687,-0.09998951998771331,-0.26465033000055793,-0.31933432865096784,0.5726597706292728,-0.4142519586674975,-1.043259774073117,-0.8382350993860522,-0.16026674046496675,-1.1496921494411307,-0.3403417296882698,0.9096042657470073,-0.8209350824137676,0.1325302645956727,-0.2596085019103746,-0.22175526235547352,-0.35662306038380015,1.0669596740431406
-0.05835061949529481,0.9552097696975272,-0.49774500772815583,-0.2932440294435274,-0.7853290011347841,-0.9309539773431029,-0.6225543715265331,-0.2732118739431462,0.46790402079692794,0.9952644024339209,0.6140997410593692,1.1098821172054176,0.020939631658465796,-0.44229172140917095,0.10308031171502754,-0.08140784831948324,-0.688368289781398,-1.255979485122687,-0.10246507160833837,-0.25160834266467813,-0.3807555698737108,0.5444644095099581,-0.41425195866749853,-1.043259774073117,-0.8607125202047196,-0.15777347122655916,-1.1414493010666331,-0.3259924945678957,1.4102977441406672,-0.8242919159801682,0.0931021453692175,-0.2198647565965565,-0.44153413942141206,-0.15467023103780697,1.0401576547117706
-0.05835061949529481,1.0070558098366809,-0.49774500772815583,-0.23828910421414176,-0.7637804503402196,-0.8686444973422137,-0.6225543715265331,-0.37483160134992066,0.33898129086161366,1.0663371537136905,0.6034381638277009,1.1618949716713063,-0.01518361676245549,-0.33239506135170893,0.1129282188137241,-0.11425621515872479,-0.7744404445482996,-1.255979485122687,-0.09009840948620161,-0.26465033000055793,-0.5343086729305665,0.6135024336498439,-0.41425195866749853,-1.0293456982655576,-0.9056673618420519,-0.16649991356098576,-1.1496921494411307,-0.3389068061762324,1.4102977441406672,-0.8276487495465689,0.1522443242089003,-0.17618789173699514,-0.44153413942141206,-0.16024880847181286,1.1138632078730386
-0.05835061949529481,0.9181768838838467,-0.2443761493941624,-0.29698177251979074,-0.7996947016644942,-0.8819965287709746,-0.6225543715265331,-0.3070851164120716,0.5087819595569057,0.9774962146139785,0.6047520933384114,1.0578692627395296,-0.3041696041298277,-0.2224984012943348,0.10365960036789204,-0.08140784831948324,-0.7541881728384413,-1.255979485122687,-0.112559927278008,-0.22552436799291567,-0.22720246681685183,0.5673417155484687,-0.4142519586674975,-1.0293456982655576,-0.7258479952927226,-0.151955843003608,-1.1249636043176374,-0.32886234159197053,1.4102977441406672,-0.8175782488473669,0.19824379663976488,-0.21943191582648863,-0.2217552623555028,-0.16263566249830308,1.0066551305475577
-0.05835061949529481,1.073715004301307,-0.5822012938394882,-0.4632204213386823,-0.7781461508699296,-0.8552924659134513,-0.39253781844949936,-0.37483160134992066,0.5748155529384086,1.1551780928134028,0.6928919474316619,1.2436294572605597,-0.19579985886706383,-0.44229172140917095,0.10829390959080806,-0.11425621515872479,-0.5617915915947769,-1.1895514790226003,-0.11715583955885336,-0.10814648196999159,-0.4114661904850806,0.5571890649396626,-0.41425195866749853,-0.9180330918050793,-0.9056673618420519,-0.16649991356098573,-1.0672636656961527,-0.3460814237364195,0.8094655700682581,-0.8041509145817642,0.22452920945740185,-0.2667086868862511,-0.44153413942141206,-0.37414978500855034,1.1942692658671488
-0.05835061949529481,0.9033637295583743,-0.4555168646724903,-0.40266898350321584,-0.7781461508699296,-0.8641938201992924,-0.6225543715265331,-0.4764513287566942,0.38929260010466304,0.9419598389740926,0.5946804489342282,1.0430084471778465,-0.05130686518337677,-0.44229172140917095,0.10423888902075655,-0.11425621515872479,-0.7693773766208354,-1.255979485122687,-0.08882332822256449,-0.22552436799291567,-0.5035980523191966,0.5680185589223903,-0.4142519586674975,-1.043259774073117,-0.9056673618420519,-0.15922787828229687,-1.1414493010666331,-0.34321157671234465,1.1098816571044627,-0.8175782488473669,0.17195838382212789,-0.25018866160563963,-0.44153413942141206,-0.29122048464631195,1.0200561402132426
